"name","sector","drInCharge","address","addressWithUnit","tel","email"
"","","","Pusat Hemodialisis AddinNo. 67 & 67A, Jalan BDS 2,Bukit Desa Semantan  28000 Temerloh  Pahang Darul Makmur  MALAYSIA","Pusat Hemodialisis Addin, HD Unit","09-2902322","penerajumakmur24@gmail.com"
"Pusat Hemodialysis Suria (Temerloh), HD Unit","PRIVATE","MUHAMMAD ZAFRI BIN ZAINUDDIN;","","","",""
"","","","Pusat Hemodialysis Suria (Temerloh)No. 1, Jalan Jaya 7/1, Taman JayaJalan Maran  28000 Temerloh  Pahang Darul Makmur  MALAYSIA","Pusat Hemodialysis Suria (Temerloh), HD Unit","( 09)2972535","suriatemerloh@yahoo.com"
"Sultan Haji Ahmad Shah Hospital, HD Unit","MOH","FARIZ SAFHAN BIN MOHAMAD NOR;","","","",""
"","","","Haemodialysis UnitHospital Sultan Haji Ahmad ShahJalan Maran  28000 Temerloh  Pahang Darul Makmur  MALAYSIA","Sultan Haji Ahmad Shah Hospital, HD Unit","( 09)2955354","sabrianje@yahoo.com.my"
"Sultan Haji Ahmad Shah Hospital, Tx Unit","MOH","FARIZ SAFHAN BIN MOHAMAD NOR;","","","",""
"","","","Renal Transplant Clinic (c/o Haemodialysis Unit)Hospital Sultan Haji Ahmad ShahJalan Maran  28000 Temerloh  Pahang Darul Makmur  MALAYSIA","Sultan Haji Ahmad Shah Hospital, Tx Unit","( 09)2955333  1170",""
"Sultan Haji Ahmad Shah Hospital, MRRB Unit","MOH","FARIZ SAFHAN BIN MOHAMAD NOR;","","","",""
"","","","Sultan Haji Ahmad Shah HospitalJalan Maran  28000 Temerloh  Pahang Darul Makmur  MALAYSIA","Sultan Haji Ahmad Shah Hospital, MRRB Unit","( 09)29553333","Dr. FARIZ SAFHAN BIN MOHAMAD NOR"
"Triang Bera","","","","","",""
"Pusat Dialisis NKF-Sang Riang (Triang), HD Unit","NGO","RENA MENON A/P N RAMACHANDRAN;","","","",""
"","","","Pusat Dialisis NKF-Sang Riang, Triang(National Kidney Foundation of Malaysia)No. 2 -13 Jalan Warga Emas  28300 Triang Bera  Pahang Darul Makmur  MALAYSIA","Pusat Dialisis NKF-Sang Riang (Triang), HD Unit","( 09)2505709","sangriang@nkf.org.my"
