"name","sector","drInCharge","address","addressWithUnit","tel","email"
"Seri Iskandar","","","","","",""
"Pusat Hemodialisis Pusat Dialisis DE' Seri Iskandar, HD Unit","PRIVATE","TAY LIANG YEE;","","","",""
"","","","Pusat Hemodialisis Pusat Dialisis DE' Seri IskandarNo. 48-G & 48-1, Jalan Satu BU 3ABandar Universiti Seri Iskandar  32610 Seri Iskandar  Perak Darul Ridzuan  MALAYSIA","Pusat Hemodialisis Pusat Dialisis DE' Seri Iskandar, HD Unit","05-3731887",""
"Seri Manjung","","","","","",""
"Hospital Seri Manjung, CAPD Unit","MOH","ALEXANDER CHOW KOK YIP;","","","",""
"","","","Hospital Seri ManjungJalan Gapis  32040 Seri Manjung  Perak Darul Ridzuan  MALAYSIA","Hospital Seri Manjung, CAPD Unit","05-6896600","05-6884013"
"Nur Dialysis Centre, HD Unit","PRIVATE","MIOR MOHD YUSUF BIN ADNAN;","","","",""
"","","","Nur Dialysis CentreNo. 80 & 81, Jalan SM 1C/10, Fasa 1C4Bandar Baru  Seri Manjung  32040 Seri Manjung  Perak Darul Ridzuan  MALAYSIA","Nur Dialysis Centre, HD Unit","( 05)6883540","(05)6888550"
"Pusat Dialisis Mutiara (Cawangan), HD Unit","PRIVATE","MUHAMMAD ELLO BIN MUHAMMAD SUED;","","","",""
"","","","Pusat Dialisis Mutiara (Cawangan)49, Persiaran PM 3/5Pusat Bandar Seri ManjungSeksyen3  32040 Seri Manjung  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Mutiara (Cawangan), HD Unit","( 05)6888625","05-688 8685"
"Pusat Dialisis Mutiara, HD Unit","PRIVATE","MUHAMMAD ELLO BIN MUHAMMAD SUED;","","","",""
"","","","Pusat Dialisis MutiaraNo. 53 & 55, Persiaran PM3/3  Pusat Bandar Seri Manjung, Seksyen3  32040 Seri Manjung  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Mutiara, HD Unit","(605)6889695","(605)6889695"
"Seri Manjung Hospital, HD Unit","MOH","TENG KOK SENG;","","","",""
"","","","Haemodialysis UnitHospital Seri ManjungJalan Gapis  32040 Seri Manjung  Perak Darul Ridzuan  MALAYSIA","Seri Manjung Hospital, HD Unit","( 05)6896600  6724 /6725","( 05)6884013"
"Hospital Seri Manjung, TX Unit","MOH","","","","",""
"","","","Hospital Seri ManjungJalan Gapis  32040 Seri Manjung  Perak Darul Ridzuan  MALAYSIA","Hospital Seri Manjung, TX Unit","05-6896600",""
"Hospital Seri Manjung, MRRB Unit","MOH","ALEXANDER CHOW KOK YIP;","","","",""
"","","","Hospital Seri ManjungJalan Gapis  32040 Seri Manjung  Perak Darul Ridzuan  MALAYSIA","Hospital Seri Manjung, MRRB Unit","05-6896600","05-6884013"
"Setiawan","","","","","",""
"Pusat Hemodialisis Manjung, HD Unit","NGO","LOH SIEW LEONG;","","","",""
"","","","Pusat Hemodialisis Manjung Pt 31147, Lot Besar 6316Jalan Menon (Jalan Kg. Selamat)  32000 Setiawan  Perak Darul Ridzuan  MALAYSIA","Pusat Hemodialisis Manjung, HD Unit","( 05)6922113","( 05)6922113"
"Sg Siput Utara","","","","","",""
"Pusat Rawatan Dialisis Caring (Sg. Siput), HD Unit","PRIVATE","CHANG SEIT KIM;","","","",""
"","","","Pusat Rawatan Dialisis Caring Caring dialysis (Sg. Siput) Sdn Bhd(Quality Dialysis Care Sdn Bhd)No. 45, Jalan Besar  31100 Sg Siput Utara  Perak Darul Ridzuan  MALAYSIA","Pusat Rawatan Dialisis Caring (Sg. Siput), HD Unit","(016)2267675","( 05)5971284"
"Sg Siput Hospital, HD Unit","MOH","THONG KAH MEAN;","","","",""
"","","","Haemodialysis UnitSungai Siput HospitalJalan Felda Lasah  31100 Sg Siput Utara  Perak Darul Ridzuan  MALAYSIA","Sg Siput Hospital, HD Unit","( 05)5983333  5114 /5115","(019)5296235"
"Sitiawan","","","","","",""
"Pertubuhan Perkhimatan Dialisis Amal Sitiawan, Perak, HD Unit","NGO","LOH SIEW LEONG;","","","",""
"","","","Pertubuhan Perkhimatan Dialisis Amal Sitiawan, Perak (Amal Dialysis Services Association, Sitiawan Perak)Lot 596, Ground FloorPasir Panjang Laut  32000 Sitiawan  Perak Darul Ridzuan  MALAYSIA","Pertubuhan Perkhimatan Dialisis Amal Sitiawan, Perak, HD Unit","05-6918462","019-3289363"
"Pusat Dialisis Setia (Sitiawan), HD Unit","PRIVATE","MIOR MOHD YUSUF BIN ADNAN;","","","",""
"","","","Pusat Dialisis SetiaNo. 162, Jalan LumutTaman Desa Bintang 2  32000 Sitiawan  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Setia (Sitiawan), HD Unit","( 05)6928901","0124520570"
"Slim River","","","","","",""
"Pusat Rawatan Hemodialisis Darul Iltizam (Slim River), HD Unit","PRIVATE","","","","",""
"","","","Pusat Rawatan Hemodialisis Darul Iltizam(Darul Iltizam Sdn Bhd)No. 1 & 3, Jalan Orkid 1Taman Bukit Slim  35800 Slim River  Perak Darul Ridzuan  MALAYSIA","Pusat Rawatan Hemodialisis Darul Iltizam (Slim River), HD Unit","( 05)4520295","( 05)4520295"
"Slim River Hospital (Tanjong Malim), HD Unit","MOH","SRIDHAR A/L RAMANAIDU;","","","",""
"","","","Unit Hemodialisis Tanjong MalimHospital Slim River  35800 Slim River  Perak Darul Ridzuan  MALAYSIA","Slim River Hospital (Tanjong Malim), HD Unit","( 05)4583598","( 05)4583171"
"Sungai Siput","","","","","",""
"Harmony Vision Dialysis Centre, HD Unit","PRIVATE","WAN ROSIAH BINTI AB RASHID;","","","",""
"","","","Harmony Vision Dialysis CentreNo. 22, 22A, 23, & 23APersiaran SS2 Perdana 1Taman SS2 Perdana  31100 Sungai Siput  Perak Darul Ridzuan  MALAYSIA","Harmony Vision Dialysis Centre, HD Unit","05-5963636","017-7154680"
"Sungkai","","","","","",""
"SJ Hemodialysis Sdn Bhd (Cawangan Sungkai), HD Unit","PRIVATE","CHANDERPAL KAUR A/P APURAB SOMNATHBHAKRI;","","","",""
"","","","SJ Hemodialysis Sdn Bhd (Cawangan Sungkai)No.7, 7A & 8 Jalan Sungkai PerdanaTaman Sungkai Perdana  35600 Sungkai  Perak Darul Ridzuan  MALAYSIA","SJ Hemodialysis Sdn Bhd (Cawangan Sungkai), HD Unit","05-4388925","0125301876"
"Taiping","","","","","",""
"Taiping Hospital, CAPD Unit","MOH","INDRALINGAM A/L VAITHILINGAM;","","","",""
"","","","CAPD Unit  / Hemodialysis UnitHospital TaipingJalan Taming Sari  34000 Taiping  Perak Darul Ridzuan  MALAYSIA","Taiping Hospital, CAPD Unit","( 05)8204000  3144","( 05)8204000  3121"
"Pusat Dialisis NKF-Yayasan Dialisis Pertubuhan Pendidikan Akhlak Taiping, HD Unit","NGO","ANITA BHAJAN MANOCHA;","","","",""
"","","","Pusat Dialisis NKF-Yayasan Dialisis Pertubuhan Pendidikan Akhlak, Taiping(National Kidney Foundation of Malaysia)No. 42A & 42B, Tingkat Bawah Jalan Raja Sulong, Kampung Boyan  34000 Taiping  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis NKF-Yayasan Dialisis Pertubuhan Pendidikan Akhlak Taiping, HD Unit","( 05)8041633","( 05)8041671"
"Pusat Dialisis Nur Kasih (Taiping), HD Unit","PRIVATE","NAGANDRAN A/L A. NAGALINGAM;","","","",""
"","","","Pusat Dialisis Nur Kasih Sdn BhdNo. 7 & 7A, Jalan Lim Swee AunMukim Tupai  34000 Taiping  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Nur Kasih (Taiping), HD Unit","( 05)8057600",""
"Pusat Dialisis Taiping, HD Unit","PRIVATE","WAN NURHIDAYAH BINTI WAN NOORDIN;","","","",""
"","","","Pusat Dialisis Taiping17, 18, 19, Jln Kampung Jambu 2  34000 Taiping  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Taiping, HD Unit","05-8041457","03-79571272"
"Taiping Hospital, HD Unit","MOH","INDRALINGAM A/L VAITHILINGAM;","","","",""
"","","","Haemodialysis UnitHospital TaipingJalan Taming Sari  34000 Taiping  Perak Darul Ridzuan  MALAYSIA","Taiping Hospital, HD Unit","( 05)8204000  1226","( 05)8053121"
"Taiping Medical Centre, HD Unit","PRIVATE","","","","",""
"","","","Haemodialysis UnitTaiping Medical CentreNo. 45 - 49, Jalan Medan Taiping 2Medan Taiping  34000 Taiping  Perak Darul Ridzuan  MALAYSIA","Taiping Medical Centre, HD Unit","( 05)8071049  133","( 05)8063713"
"Taiping Hospital, Tx Unit","MOH","INDRALINGAM A/L VAITHILINGAM;","","","",""
"","","","Renal Transplant ClinicUnit NefrologiHospital TaipingJalan Taming Sari  34000 Taiping  Perak Darul Ridzuan  MALAYSIA","Taiping Hospital, Tx Unit","( 05)8204000  1226","( 05)8053121"
"Taiping Hospital, MRRB Unit","MOH","TENG KOK SENG;","","","",""
"","","","Department of MedicineHospital TaipingJalan Taming Sari  34000 Taiping  Perak Darul Ridzuan  MALAYSIA","Taiping Hospital, MRRB Unit","-",""
"Tanjong Malim","","","","","",""
"Pusat Dialisis Tanjung Malim, HD Unit","PRIVATE","SHARIFAH ROHANI BT SYED ABU BAKAR;","","","",""
"","","","Pusat Dialisis Tanjung Malim(Beyond Medicare Sdn Bhd)No. 18G, Jalan Setia UtamaTaman Wangsa Setia  35900 Tanjong Malim  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Tanjung Malim, HD Unit","( 05)4581020",""
"Tanjung Rambutan","","","","","",""
"Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Tanjung Rambutan), HD Unit","PRIVATE","AZHAR BIN ABDUL RAHMAN @ RADZI;","","","",""
"","","","Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Tanjung Rambutan)No.46 & 48, Jalan Pusat Perdagangan Tanjung 1Taman Perdagangan Tanjung  31250 Tanjung Rambutan  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Tanjung Rambutan), HD Unit","016-6304491","012-7411718"
"Tapah","","","","","",""
"Pusat Hemodialisis Darul Iltizam (Tapah), HD Unit","PRIVATE","MOHD NORFAHMI BIN MOHD SOHOT;","","","",""
"","","","Pusat Dialisis Iltizam TapahNo 39 & 40, Persiaran Sri DamaiTaman Sri Damai  35000 Tapah  Perak Darul Ridzuan  MALAYSIA","Pusat Hemodialisis Darul Iltizam (Tapah), HD Unit","( 05)4018443","( 05)4018443"
"Tapah Hospital, HD Unit","MOH","THONG KAH MEAN;","","","",""
"","","","Haemodialysis UnitHospital TapahJalan Temoh  35000 Tapah  Perak Darul Ridzuan  MALAYSIA","Tapah Hospital, HD Unit","( 05)4011333  258/412","( 05)4012863"
"Teluk Intan","","","","","",""
"Teluk Intan Hospital, CAPD Unit","MOH","LEE YEE YAN;","","","",""
"","","","Unit CAPDHospital Teluk IntanJalan Changkat Jong  36000 Teluk Intan  Perak Darul Ridzuan  MALAYSIA","Teluk Intan Hospital, CAPD Unit","05-6298400  7134","05-6212415"
"Anson Bay Medical Centre, HD Unit","PRIVATE","KAW HAN CHUNG;","","","",""
"","","","Anson Bay Meidical Centre(Healthlink Services Sdn Bhd)Lot 992, Batu 3 1/2, Jalan Maharaja Lela  36000 Teluk Intan  Perak Darul Ridzuan  MALAYSIA","Anson Bay Medical Centre, HD Unit","( 05)6239999  162","( 05)6232889"
"Dahlia Dialysis Centre (Teluk Intan), HD Unit","PRIVATE","LEE TEIK LEONG;","","","",""
"","","","Dahlia Dialysis Centre (Teluk Intan)No.16, Taman Medan MaharajaJalan Kg Banjar  36000 Teluk Intan  Perak Darul Ridzuan  MALAYSIA","Dahlia Dialysis Centre (Teluk Intan), HD Unit","05-6205454",""
"MB Star Rawatan Dialisis (Teluk Intan), HD Unit","PRIVATE","AHMAD RAMADZAN BIN AHMAD DAUD;","","","",""
"","","","MB Star Rawatan DialisisNo. 266, Jalan Intan 12Bandar Baru  36000 Teluk Intan  Perak Darul Ridzuan  MALAYSIA","MB Star Rawatan Dialisis (Teluk Intan), HD Unit","(605)6254887","(605)6254888"
"Pusat Dialisis Amal MAA MEDICARE, HD Unit","NGO","SHAHROL KHAIRUDZI B ABDUL RAHIM;","","","",""
"","","","Pusat Dialisis Amal MAA MEDICARENo. 143A , 143 & 142 (Grd & 1st Floor), Lorong Sejati 5Sejati Waterfront, Taman Melor Sejati  36000 Teluk Intan  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Amal MAA MEDICARE, HD Unit","(016)5593201","( 05)6230009"
"Pusat Dialisis Intan, HD Unit","PRIVATE","TAY LIANG YEE;","","","",""
"","","","Pusat Dialisis IntanNo. 5 & 7, Lorong Regat ShahBandar Pusat Perniagaan Intan Flora  36000 Teluk Intan  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Intan, HD Unit","05-6203554","05-6203804"
"Pusat Haemodialisis Well Care, HD Unit","PRIVATE","MOKHTAR BIN YAHYA;","","","",""
"","","","Pusat Haemodialisis Well Care Sdn BhdNo. 15, Tingkat 1, Lorong 2, Jalan Changkat JongPusat Perniagaan Seri Intan  36000 Teluk Intan  Perak Darul Ridzuan  MALAYSIA","Pusat Haemodialisis Well Care, HD Unit","( 05)6218525","( 05)6218524"
"Teluk Intan Hospital, HD Unit","MOH","","","","",""
"","","","Haemodialysis UnitHospital Teluk IntanJalan Changkat Jong  36000 Teluk Intan  Perak Darul Ridzuan  MALAYSIA","Teluk Intan Hospital, HD Unit","( 05)6298400  8747 /8749","( 05)6212415"
"Teluk Intan Hospital, MRRB Unit","MOH","","","","",""
"","","","Teluk Intan HospitalJalan Changkat Jong  36000 Teluk Intan  Perak Darul Ridzuan  MALAYSIA","Teluk Intan Hospital, MRRB Unit","05-6298400","-"
