"name","sector","drInCharge","address","addressWithUnit","tel","email"
"","","","Pusat Hemodialisis 
Persatuan Membaiki Akhlak Che Luan Khor_NKF
No. 6, Jalan Lintang  86000 Kluang  Johor Darul Takzim  MALAYSIA","Persatuan Membaiki Akhlak-Che Luan Khor_NKF, HD Unit","( 07)7765313","jb2_nkf@yahoo.com"
"Prima Dialisis Kluang, HD Unit","PRIVATE","HARRIS FADZILIAH BIN HJ ABDUL HAMID;","","","",""
"","","","Prima Dialisis Kluang
No. 8 & 10, Jalan Persiaran Idaman
Taman Idaman  86000 Kluang  Johor Darul Takzim  MALAYSIA","Prima Dialisis Kluang, HD Unit","(012)7016121","primadialysis@gmail.com"
"Pusat Dialisis PERKESO (Cawangan Kluang), HD Unit","PRIVATE","FAUZI BIN WAHAB;","","","",""
"","","","Pusat Dialisis PERKESO (Cawangan Kluang)
LOT 58, 59, 60, 61 , 62, 63 & 63-1
Jalan Seri Impian 8/1B
Bandar Seri Impian  86000 Kluang  Johor Darul Takzim  MALAYSIA","Pusat Dialisis PERKESO (Cawangan Kluang), HD Unit","012-7960940","ncm.kluang@nephro.com.my"
"Pusat Hemodialisis BH Dialysis Centre Sdn Bhd, HD Unit","PRIVATE","AZHARI BIN MD YATIM;","","","",""
"","","","Pusat Hemodialisis BH Dialysis Centre Sdn Bhd
No. 76, 77 Dan 77-01, Jalan Kluang Perdana 1
Taman Kluang Perdana  86000 Kluang  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis BH Dialysis Centre Sdn Bhd, HD Unit","07-7392006","bhdialysiscentresb@gmail.com"
"Pusat Hemodialisis Impian Kluang, HD Unit","PRIVATE","FARAHDIZA BINTI BUANG;","","","",""
"","","","Pusat Hemodialisis Impian (Kluang)
(Comfort Hemodialysis Centre Sdn Bhd)
No. 57, Tkt Bawah, Jalan Sekolah Chong Hwa  86000 Kluang  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Impian Kluang, HD Unit","( 07)7718088","impian.kluang@gmail.com"
"Yayasan Rotary Kluang, HD Unit","NGO","TEOW KING FOK;","","","",""
"","","","Yayasan Rotary Kluang HD Centre
C/o Yayasan Rotary Kluang
No. 3, 4 & 5  Jalan 1/13
Taman Sri Kluang  86000 Kluang  Johor Darul Takzim  MALAYSIA","Yayasan Rotary Kluang, HD Unit","( 07)7733211",""
"Hospital Enche' Besar Hajjah Khalsom, Tx Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Renal Transplant Clinic (c/o Haemodialysis Unit)
Hospital Enche' Besar Hajjah Khalsom
KM5, Jalan Kota Tinggi  86000 Kluang  Johor Darul Takzim  MALAYSIA","Hospital Enche' Besar Hajjah Khalsom, Tx Unit","( 07)7787000  1269 /1262","mohdfauzi.asri@yahoo.com"
"Kota Tinggi","","","","","",""
"Klinik Kesihatan Bandar Mas, HD Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Klinik Kesihatan Bandar Mas  81900 Kota Tinggi  Johor Darul Takzim  MALAYSIA","Klinik Kesihatan Bandar Mas, HD Unit","( 07)8235344","norlie_76@yahoo.com"
"Kota Tinggi Hospital, HD Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Haemodialysis Unit
Kota Tinggi Hospital
Jalan Tun Habab  81900 Kota Tinggi  Johor Darul Takzim  MALAYSIA","Kota Tinggi Hospital, HD Unit","( 07)8831131  246","-"
"Pusat Dialisis Davita Kota Tinggi, HD Unit","PRIVATE","NUR BINTI AWAB;","","","",""
"","","","Pusat Dialisis Davita Kota Tinggi
No. 20 & 22, Jalan SS/1
Taman Sri Saujana  81900 Kota Tinggi  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Davita Kota Tinggi, HD Unit","07-8823159",""
"Pusat Dialisis Ikhlas, HD Unit","PRIVATE","MOHAMAD AFIQ BIN GHAZALI;","","","",""
"","","","Pusat Dialisis Ikhlas
No. 21, 23, 25 & 27, Jalan Berlian Utama 2
Taman Daiman Jaya  81900 Kota Tinggi  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Ikhlas, HD Unit","07-8821576","dialysisikhlas@yahoo.com.my"
"Pusat Dialisis Muafakat, HD Unit","PRIVATE","AB SAMAD BIN SAID;","","","",""
"","","","Pusat Dialisis Muafakat
Wisma LYAZ, Jalan Durian
Felda Linggiu  81900 Kota Tinggi  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Muafakat, HD Unit","07-8905575","lyazhealthcare575@gmail.com"
"Pusat Dialisis Murni, HD Unit","PRIVATE","AZIZAH BINTI ABD HAMID;","","","",""
"","","","Pusat Dialisis Murni Sdn Bhd
No. 2, Jalan Dato Onn
Bandar Penawar  81930 Kota Tinggi  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Murni, HD Unit","( 07)8221666","hdmurni@gmail.com"
"Pusat Dialisis Nephrocare (Cawangan Bandar Penawar), HD Unit","PRIVATE","MUHAMMAD UWAIS AL QORNI BIN ABDUL RAHMAN;","","","",""
"","","","Pusat Dialisis Nephrocare (Cawangan Bandar Penawar)
No 38, 39 & 40, Jalan Dato Jaafar 24
Taman Mutiara Desaru
Bandar Penawar  81390 Kota Tinggi  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Nephrocare (Cawangan Bandar Penawar), HD Unit","07-8222161","ncm.bandarpenawar@nephro.com.my"
"Pusat Rawatan Perbadanan Islam (Kota Tinggi), HD Unit","PRIVATE","AB SAMAD BIN SAID;","","","",""
"","","","Pusat Dialysis Perbadanan Islam (Kota Tinggi)
No. 95, Tingkat Bawah, Batu 1, 
Jalan Tun Sri Lanang  81900 Kota Tinggi  Johor Darul Takzim  MALAYSIA","Pusat Rawatan Perbadanan Islam (Kota Tinggi), HD Unit","( 07)8828500","icmcktinggi@yahoo.com.my"
"Rotary Club of Kota Tinggi (2019)-Hemodialisis Centre, HD Unit","NGO","SINGARAVELOO A/L MUTHUSAMY;","","","",""
"","","","Rotary Club of Kota Tinggi (2002)-Hemodialisis Centre
No. 16, Jalan Kemajuan
Kawasan Perindustrian  81900 Kota Tinggi  Johor Darul Takzim  MALAYSIA","Rotary Club of Kota Tinggi (2019)-Hemodialisis Centre, HD Unit","( 07)8834646","rotaryclubofkotatinggi@gmail.com"
"Kulai","","","","","",""
"AD Dhouha Haemodialysis Centre, HD Unit","PRIVATE","ABDUL HANAN BIN NAMAT;","","","",""
"","","","AD Dhouha Haemodialysis Centre Sdn Bhd
No. 342 & 343, Jalan Scientex 10
Taman Scientex  81000 Kulai  Johor Darul Takzim  MALAYSIA","AD Dhouha Haemodialysis Centre, HD Unit","(016)7016742","addhouhahaemodialysis@gmail.com"
"Prima Dialisis Lagenda Putra, HD Unit","PRIVATE","MOHD FARID BIN ABU SAMAH;","","","",""
"","","","Prima Dialisis Lagenda Putra
No. 1372 & 1373, Jalan Lagenda 49
Taman Lagenda Putra  81000 Kulai  Johor Darul Takzim  MALAYSIA","Prima Dialisis Lagenda Putra, HD Unit","( 07)6626550","lagendaputra1372@gmail.com"
"Pusat Dialisis Ceria Indahpura, HD Unit","PRIVATE","JOCELYNN TIAN LI CHIEH;","","","",""
"","","","Pusat Dialisis Ceria Indahpura
No. 104, 104A & 105, Jalan Kiambang 5
Pusat Komersial Indah
Bandar Indahpura  81000 Kulai  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Ceria Indahpura, HD Unit","017-9863978","pusatdialisisceria@gmail.com"
"Pusat Hemodialisis Al Falah Haemodialysis Centre Sdn Bhd, HD Unit","PRIVATE","NAFIZA BINTI MOHAMED;","","","",""
"","","","Pusat Hemodialisis Al Falah Haemodialysis Centre Sdn Bhd
No. 9 & 9A Dan 10 & 10A
Jalan Mas 1, Taman Desamas  81000 Kulai  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Al Falah Haemodialysis Centre Sdn Bhd, HD Unit","013-9844230","alfalahhaemodialysiscentre@gmail.com"
"Pusat Hemodialisis Nour, HD Unit","PRIVATE","ABDUL HANAN BIN NAMAT;","","","",""
"","","","Pusat Hemodialisis Nour Sdn Bhd
No. 355G  & 356G, Jalan Kenanga 29/9
Bandar Indahpura  81000 Kulai  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Nour, HD Unit","( 07)6631258","haemodialisisnour@gmail.com"
"Kulai Jaya","","","","","",""
"Temenggong Seri Maharaja Tun Ibrahim Hospital, HD Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Haemodialysis Unit
Hospital Temenggong Seri Maharaja Tun Ibrahim  81000 Kulai Jaya  Johor Darul Takzim  MALAYSIA","Temenggong Seri Maharaja Tun Ibrahim Hospital, HD Unit","( 07)6623333  263 / 262",""
"Labis","","","","","",""
"Pertubuhan Hemodialisis Muhibbah Segamat (Labis), HD Unit","NGO","SOON KIEN EE;","","","",""
"","","","Pertubuhan Hemodialisis Muhibbah Segamat (Cawangan Labis)
No 13, 14, 15 & 16, Jalan Indah 1
Taman Indah  85300 Labis  Johor Darul Takzim  MALAYSIA","Pertubuhan Hemodialisis Muhibbah Segamat (Labis), HD Unit","( 07)9254800","muhibbahlabis@gmail.com"
"Pusat Rawatan Dialisis Perdana, HD Unit","PRIVATE","BANI BIN MAHMOOD @ ABU;","","","",""
"","","","Pusat Rawatan Dialisis Perdana
No.20 & 21, Tingkat Bawah
Jalan Maju Jaya 1
Taman Maju Jaya 2  85300 Labis  Johor Darul Takzim  MALAYSIA","Pusat Rawatan Dialisis Perdana, HD Unit","07-9251912","perdanadialisis@gmail.com"
"Ledang","","","","","",""
"Pusat Dialisis Nephrocare (Cawangan Bukit Gambir), HD Unit","PRIVATE","AZMIL BIN ATIMAN;","","","",""
"","","","No. 175 & 176, Jalan Bukit Gambir 8/1
Bandar Baru Bukit Gambir  84800 Ledang  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Nephrocare (Cawangan Bukit Gambir), HD Unit","019-6378675","corporate@nephro.com.my"
"Masai","","","","","",""
"Prima Dialysis Masai, HD Unit","PRIVATE","MOHD FARID BIN ABU SAMAH;","","","",""
"","","","Prima Dialysis Masai
(Explorich Sdn Bhd)
No. 17 & 19 & 19-01, Jalan Masai Utama 2
Taman Masai Utama  81750 Masai  Johor Darul Takzim  MALAYSIA","Prima Dialysis Masai, HD Unit","( 07)2541688","primadialysis80@gmail.com"
"Pusat Dialisis NKF-Yayasan Pembangunan Keluarga Darul Ta'zim, HD Unit","NGO","CHEONG WAI SENG;","","","",""
"","","","Pusat Dialisis NKF-Yayasan Pembangunan Keluarga Darul Ta'zim
No. 4 & 6, Jalan 3/17
Bandar Permas Jaya  81750 Masai  Johor Darul Takzim  MALAYSIA","Pusat Dialisis NKF-Yayasan Pembangunan Keluarga Darul Ta'zim, HD Unit","( 07)3866164","jh1_nkf@yahoo.com"
"Pusat Dialisis Perbadanan Islam Johor (Taman Rinting), HD Unit","PRIVATE","ERMAN SYAH BIN ABDUL HAMID;","","","",""
"","","","Pusat Dialisis Perbadanan Islam Johor (PIJ)
Cawangan Taman Rinting
No. 41, Jalan Sena 1
Taman Rinting  81750 Masai  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Perbadanan Islam Johor (Taman Rinting), HD Unit","07-2513111","-"
"Regency Specialist Hospital, HD Unit","PRIVATE","YAW CHONG HWA;","","","",""
"","","","Regency Specialist Hospital
No.1, Jln Suria
Bandar Seri Alam  81750 Masai  Johor Darul Takzim  MALAYSIA","Regency Specialist Hospital, HD Unit","(607)3817700","-"
"Mersing","","","","","",""
"Mersing Hospital, HD Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Haemodialysis Unit
Hospital Mersing
Jalan Ismail  86800 Mersing  Johor Darul Takzim  MALAYSIA","Mersing Hospital, HD Unit","( 07)7993333  1065","yusof.abdkarim@yahoo.com"
"Mersing Rotary Haemodialysis Centre, HD Unit","NGO","LAI CHIN LAI;","","","",""
"","","","Mersing Rotary Haemodialysis Centre
No. 90, Jalan Merdeka
Mersing Kecil  86800 Mersing  Johor Darul Takzim  MALAYSIA","Mersing Rotary Haemodialysis Centre, HD Unit","( 07)7992932","mrhcmersing@yahoo.com.my"
"Pusat Dialisis Perbadanan Islam Mersing, HD Unit","PRIVATE","AB SAMAD BIN SAID;","","","",""
"","","","Pusat Dialisis Perbadanan Islam Mersing
No. 45, Jalan Jeti
Bandar Tepian Sungai  86800 Mersing  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Perbadanan Islam Mersing, HD Unit","( 07)7991500","icmcmrsg@yahoo.com"
"Pusat Hemodialisis Ar Rahmah Sendirian Berhad, HD Unit","PRIVATE","RABIATUL ADAWIAH BINTI SULAIMAN;","","","",""
"","","","Pusat Hemodialisis Ar Rahmah Sendirian Berhad
No. 3 & 5, Taman Nilam  86800 Mersing  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Ar Rahmah Sendirian Berhad, HD Unit","07-7995050",""
"Mersing Hospital, Tx Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Renal Transplant Clinic (c/o Haemodialysis Unit)
Hospital Mersing
Jalan Ismail  86800 Mersing  Johor Darul Takzim  MALAYSIA","Mersing Hospital, Tx Unit","( 07)7993333  1065","-"
"Muar","","","","","",""
"Hospital Pakar Sultanah Fatimah (Muar), CAPD Unit","MOH","LIU WEN JIUN;","","","",""
"","","","CAPD Unit
Hospital Pakar Sultanah Fatimah Muar
Jalan Salleh  84000 Muar  Johor Darul Takzim  MALAYSIA","Hospital Pakar Sultanah Fatimah (Muar), CAPD Unit","06-9564000  203","muarcapd@gmail.com"
"Hospital Pakar Sultanah Fatimah (Muar), HD Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Haemodialysis Unit
Hospital Pakar Sultanah Fatimah Muar
Jalan Salleh  84000 Muar  Johor Darul Takzim  MALAYSIA","Hospital Pakar Sultanah Fatimah (Muar), HD Unit","06-9564000  164","hemohpsf@gmail.com"
"KPJ Bandar Maharani Specialist Hospital, HD Unit","PRIVATE","YIA @ YEOW HUA JERN;","","","",""
"","","","Haemodialysis Unit
KPJ Bandar Maharani Specialist Hospital
73-1, Jalan Stadium  84000 Muar  Johor Darul Takzim  MALAYSIA","KPJ Bandar Maharani Specialist Hospital, HD Unit","( 06)9564500  3002",""
"Muar Dialysis, HD Unit","PRIVATE","LOO HOU CHAN;","","","",""
"","","","Muar Dialysis Sdn Bhd
No. 6, 7 & 8, Taman Temiang Jaya
Jalan Kim Kee  84000 Muar  Johor Darul Takzim  MALAYSIA","Muar Dialysis, HD Unit","( 06)9556341","mdsb72@yahoo.com"
"Muar Lions Renal Centre, HD Unit","NGO","WONG PIK WEE;","","","",""
"","","","Muar Lions Renal Centre
No. 1-7 & 1-9, Jalan Indah 2/1
Taman Indah, Jalan Hj Abdullah  84000 Muar  Johor Darul Takzim  MALAYSIA","Muar Lions Renal Centre, HD Unit","( 06)9535122","mlrc_308b1@yahoo.com"
"Pusat Hemodialisis Hidayah, HD Unit","PRIVATE","KAMARIAH BINTI HASSAN;","","","",""
"","","","Pusat Hemodialisis Hidayah Sdn Bhd
No. 17-18, Jalan Damai
Taman Damai Sungai Abong  84000 Muar  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Hidayah, HD Unit","06-9100084","phhmuar@gmail.com"
"Pusat Hemodialisis Pagoh, HD Unit","PRIVATE","RASHIDAH BINTI ABU SAID;","","","",""
"","","","Pusat Hemodialisis Pagoh
No. 67 &69, Jalan Pagoh Jaya 1, 
Pusat Perniagaan Pagoh Jaya  84500 Muar  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Pagoh, HD Unit","06-9747258","sfprocare@gmail.com"
"Pusat Hemodialisis Sejahtera (Parit Jawa), HD Unit","PRIVATE","NURUL AKMAL BINTI ADNAN;","","","",""
"","","","Pusat Hemodialisis Sejahtera (Parit Jawa) Sdn Bhd
No. Pintu 5 & 7, Tingkat Bawah, Jalan Seroja 1/1
Taman Seroja  84150 Muar  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Sejahtera (Parit Jawa), HD Unit","(06)9875111","phs_paritjawa@yahoo.com"
"Pusat Hemodialisis Sejahtera Muar, HD Unit","PRIVATE","HISHAMUDDIN BIN ABDUL RAHMAN;","","","",""
"","","","Pusat Hemodialisis Sejahtera Muar Sdn Bhd
1-3 & 1-4, Tingkat Bawah, Jalan Ismail  84000 Muar  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Sejahtera Muar, HD Unit","( 06)9531761","sejahtera.muar@gmail.com"
"Pusat Hemodialisis Suria (Muar), HD Unit","PRIVATE","MOHD RAIHAN BIN OMAR;","","","",""
"","","","Pusat Hemodialisis Suria (Muar)
No. 19 & 21, Pusat Perniagaan Sulaiman
Jalan Sulaiman  84000 Muar  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Suria (Muar), HD Unit","012-2183481","-"
"Syukur Haemodialysis (Bakri), HD Unit","PRIVATE","HISHAMUDDIN BIN ABDUL RAHMAN;","","","",""
"","","","Syukur Haemodialysis (Bakri)
No. 23, 25 & 25, Tingkat Satu, Jalan Sinar Bakri 2
Pusat Perniagaan Sinar Bakri, Jalan Bakri
Bukit Bakri  84200 Muar  Johor Darul Takzim  MALAYSIA","Syukur Haemodialysis (Bakri), HD Unit","011-11323436","syukurhdbakri@gmail.com"
"Syukur Haemodialysis Semerah, HD Unit","PRIVATE","EMA JULIATY BINTI JAMALUDDIN;","","","",""
"","","","Syukur Haemodialysis Semerah
No.18 & 18A, Jalan Pekan Baru 1
Pusat Perniagaan Parit Yusof  84000 Muar  Johor Darul Takzim  MALAYSIA","Syukur Haemodialysis Semerah, HD Unit","014-3548484","semerahsyukurhd@gmail.com"
"Total Kidney Care Haemodialysis, HD Unit","PRIVATE","LOO HOU CHAN;","","","",""
"","","","Total Kidney Care Haemodialysis Sdn Bhd
No. 19 & 21, Tingkat bawah, Jalan Bukit
Taman Treh 2, Jalan Bakariah Bukit Treh  84000 Muar  Johor Darul Takzim  MALAYSIA","Total Kidney Care Haemodialysis, HD Unit","( 06)9534229","t.kidneycare@gmail.com"
"Hospital Pakar Sultanah Fatimah (Muar), Tx Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Renal Transplant Clinic (c/o Haemodialysis Unit)
Hospital Pakar Sultanah Fatimah Muar
Jalan Salleh  84000 Muar  Johor Darul Takzim  MALAYSIA","Hospital Pakar Sultanah Fatimah (Muar), Tx Unit","( 06)9564000  398 / 492","hemohpsf@gmail.com"
"Hospital Pakar Sultanah Fatimah (Muar), MRRB Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Hospital Pakar Sultanah Fatimah  84000 Muar  Johor Darul Takzim  MALAYSIA","Hospital Pakar Sultanah Fatimah (Muar), MRRB Unit","-","Dr. NUZAIMIN HADAFI BIN AHMAD"
"KPJ Bandar Maharani Specialist Hospital, MRRB Unit","PRIVATE","YIA @ YEOW HUA JERN;","","","",""
"","","","MRRB Unit
KPJ Bandar Maharani Specialist Hospital
73-1, Jalan Stadium  84000 Muar  Johor Darul Takzim  MALAYSIA","KPJ Bandar Maharani Specialist Hospital, MRRB Unit","( 06)9564500  3002",""
"Nusajaya","","","","","",""
"Gleneagles Medini, CAPD Unit","PRIVATE","","","","",""
"","","","Gleneagles Medini
No. 2, Jalan Medini Utara 4, Medini Iskandar
Iskandar Puteri  79250 Nusajaya  Johor Darul Takzim  MALAYSIA","Gleneagles Medini, CAPD Unit","07-5601028",""
"Gleneagles Medini, HD Unit","PRIVATE","CHEONG WAI SENG;","","","",""
"","","","Pantai Medical Centre Sdn Bhd
No. 2, Jalan Medini Utara 4, Medini Iskandar
Iskandar Puteri  79250 Nusajaya  Johor Darul Takzim  MALAYSIA","Gleneagles Medini, HD Unit","607-5601000  1028","-"
"Prima Dialisis Nusajaya, HD Unit","PRIVATE","AHMAD FAIDHI BIN SAIDI;","","","",""
"","","","Prima Dialisis Nusajaya
No. 22 & 24 Jalan Nusaria 1 J/1
Taman Nusantara  79200 Nusajaya  Johor Darul Takzim  MALAYSIA","Prima Dialisis Nusajaya, HD Unit","07-5539482","primanusajaya19@yahoo.com"
"Pagoh","","","","","",""
"TSM-HATTA Dialysis Centre, HD Unit","PRIVATE","CHONG CHUN FUNG;","","","",""
"","","","TSM-HATTA Dialysis Centre
Lot 8261, Mukim Jorak
Daerah Muar  84600 Pagoh  Johor Darul Takzim  MALAYSIA","TSM-HATTA Dialysis Centre, HD Unit","012-7335242","tsm-hatta@sinarhdu.com"
"Parit Raja","","","","","",""
"Sinar Haemodialysis (Batu Pahat) Sdn Bhd, HD Unit","PRIVATE","FOO SEE FONG;","","","",""
"","","","Sinar Haemodialysis (Batu Pahat) Sdn Bhd
No. 4 & 5, Jalan Budiman 1
Taman Budiman, Kampung Parit Jambol  86400 Parit Raja  Johor Darul Takzim  MALAYSIA","Sinar Haemodialysis (Batu Pahat) Sdn Bhd, HD Unit","(07)4535482","sinarpj40@gmail.com"
"Pasir Gudang","","","","","",""
"Pasir Gudang Specialist Hospital, HD Unit","PRIVATE","","","","",""
"","","","Lot PTD 204781, Jalan Persiaran Dahlia2, Taman Bukit Dahlia  81700 Pasir Gudang  Johor Darul Takzim  MALAYSIA","Pasir Gudang Specialist Hospital, HD Unit","07-2573999  3958","pgsh@kpjpgsh.com"
"Pusat Dialisis An-Nur (Pasir Gudang), HD Unit","NGO","NOR AIZAL BINTI CHE HAMZAH;","","","",""
"","","","Pusat Dialisis An-Nur
(Waqaf An-Nur Corporation Berhad)
Balai Masjid Jamek Pasir Gudang
Jalan Masjid  81700 Pasir Gudang  Johor Darul Takzim  MALAYSIA","Pusat Dialisis An-Nur (Pasir Gudang), HD Unit","( 07)2555415  10 / 25","dwaqafpg@gmail.com"
"Pusat Dialisis Sinar Care, HD Unit","PRIVATE","ERMAN SYAH BIN ABDUL HAMID;","","","",""
"","","","Pusat Dialisis Sinar Care
Lot 204273
Jalan Bandar Pusat Perdagangan Pasir Gudang  81700 Pasir Gudang  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Sinar Care, HD Unit","016-7444237","dialisissinarcare.pg@gmail.com"
"Pusat Hemodialisis Cemerlang Pasir Gudang, HD Unit","PRIVATE","MOHAMAD FADRI BIN ABDULLAH @ HARUN;","","","",""
"","","","Pusat Hemodialisis Cemerlang Pasir Gudang
No. 2, 3 Dan 3A, Jalan Lampam 7
Tanjung Puteri Resort  81700 Pasir Gudang  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Cemerlang Pasir Gudang, HD Unit","017-6062290","cemerlanghealthcarepasirgudang@gmail.com"
"Pekan Nanas","","","","","",""
"Prima Dialisis Pekan Nanas, HD Unit","PRIVATE","AHMAD FAIDHI BIN SAIDI;","","","",""
"","","","Prima Dialisis Pekan Nanas
No. 11 & 12 (Ground Floor & First Floor)
Jalan Nenas 1, Taman Emas Merah  81500 Pekan Nanas  Johor Darul Takzim  MALAYSIA","Prima Dialisis Pekan Nanas, HD Unit","07-6996334","primapekannanas21@gmail.com"
"Pengerang","","","","","",""
"Pusat Hemodialisis APM, HD Unit","PRIVATE","MANOJ VARUGHESE K SAMUEL;","","","",""
"","","","Pusat Hemodialisis APM
No. 36, 36-01 & 37, Jalan Persiaran 2/2
Taman Bayu Damai  81600 Pengerang  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis APM, HD Unit","019-3398709","apm@smatmedi.com.my"
"Pontian","","","","","",""
"Iman Dialysis, HD Unit","PRIVATE","ADIBAH BINTI DRESS;","","","",""
"","","","Iman Dialysis Sdn Bhd
No. 2, Jalan Megah 11
Taman Megah  82000 Pontian  Johor Darul Takzim  MALAYSIA","Iman Dialysis, HD Unit","( 07)6878700","imandialysis@gmail.com"
"Pontian Hospital, HD Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Haemodialysis Unit 
Pontian Hospital
Jalan Alfagoff  82000 Pontian  Johor Darul Takzim  MALAYSIA","Pontian Hospital, HD Unit","( 07)6873333  618 / 617","-"
"Pontian Rotary Haemodialysis Centre, HD Unit","NGO","PIONG CHEE LIAT;","","","",""
"","","","Pontian Rotary Haemodialysis Centre
Wisma Rotary, 141, Jalan Nong Chik 7
Taman Nong Chik  82000 Pontian  Johor Darul Takzim  MALAYSIA","Pontian Rotary Haemodialysis Centre, HD Unit","( 07)6866333","norhaslinda_sprhc@yahoo.com.my"
"Pusat Dialisis Davita Benut, HD Unit","PRIVATE","LOOK CHONG PHENG;","","","",""
"","","","Pusat Dialisis Davita Benut
No. 1, Gnd & 1st Floor, Jalan Benut Utama 1
Taman Benut Utama, Benut  82200 Pontian  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Davita Benut, HD Unit","07-6901101",""
"Pusat Dialisis Nefro Utama (Pontian), HD Unit","PRIVATE","","","","",""
"","","","Pusat Dialisis Nefro Utama Sdn Bhd
(NUSB Global (M) Sdn Bhd)
No. 31 & 32, Jalan Delima 2
Pusat Perdagangan Pontian  82000 Pontian  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Nefro Utama (Pontian), HD Unit","( 07)6883613","-"
"Pusat Dialisis Perbadanan Islam (Pontian), HD Unit","PRIVATE","NAFIZA BINTI MOHAMED;","","","",""
"","","","Pusat Rawatan Perbadanan Islam (Pontian)
No. 50, Tingkat Bawah & Satu, Jalan Delima
Pusat Perdagangan Pontian  82000 Pontian  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Perbadanan Islam (Pontian), HD Unit","( 07)6881500","icmc_pontian@yahoo.com"
"Pusat Hemodialisis Afiat Care, HD Unit","PRIVATE","AHMAD FAIDHI BIN SAIDI;","","","",""
"","","","Afiat Care Sdn. Bhd.
Pusat Hemodialisis Afiat Care
13, Jalan Sri Api Api 1/1
Taman Api Api Emas  82000 Pontian  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Afiat Care, HD Unit","017-7427014","afiatcare123@gmail.com"
"Pusat Hemodialisis Sentosa Sdn. Bhd., HD Unit","PRIVATE","MOHAMAD FADRI BIN ABDULLAH @ HARUN;","","","",""
"","","","Pusat Hemodialisis Sentosa Snd. Bhd.
No. 65, 67 & 69, Jalan Industri 8/1
Taman Perindustrian Pekan Nanas
Pekan Nanas  81500 Pontian  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Sentosa Sdn. Bhd., HD Unit","07-6790026","phsentosasb@gmail.com"
"Pontian Hospital, Tx Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Renal Transplant Clinic (c/o Haemodialysis Unit)
Pontian Hospital
Jalan Alsagoff  82000 Pontian  Johor Darul Takzim  MALAYSIA","Pontian Hospital, Tx Unit","( 07)6873333  618 / 617","-"
"Segamat","","","","","",""
"BP Renalcare (Segamat) Sdn Bhd, HD Unit","PRIVATE","CHEW MAY YEEN;","","","",""
"","","","BP Renalcare (Segamat) Sdn Bhd
No.9,10,11,11A,12 & 12A
Jalan Putra 1/5
Bandar Putra  85000 Segamat  Johor Darul Takzim  MALAYSIA","BP Renalcare (Segamat) Sdn Bhd, HD Unit","07-9431200","bprc.segamat@gmail.com"
"Pertubuhan Hemodialisis Muhibbah Segamat (Cawangan Jementah), HD Unit","NGO","LEE HONG TEE;","","","",""
"","","","Pertubuhan Hemodialisis Muhibbah Segamat (Cawangan Jementah)
No.42, 44 & 46, Jalan Ah Tong
Jementah  85200 Segamat  Johor Darul Takzim  MALAYSIA","Pertubuhan Hemodialisis Muhibbah Segamat (Cawangan Jementah), HD Unit","07-9471 025","muhibbah.jmt@gmail.com"
"Pertubuhan Hemodialisis Muhibbah Segamat, HD Unit","NGO","SOON KIEN EE;","","","",""
