"name","sector","drInCharge","address","addressWithUnit","tel","email"
"Pusat Hemodialisis Beng Siew, HD Unit","NGO","TEH SOO KIM;","","","",""
"","","","Pusat Hemodialisis Beng SiewTingkat 3, Plot 137, Jalan SekeratTaman Kampian  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Pusat Hemodialisis Beng Siew, HD Unit","( 04)4211478","Email:"
"Pusat Rawatan Dialisis Afiat, HD Unit","PRIVATE","MUHAMMAD NAHAR BIN MD SHAHID;","","","",""
"","","","Pusat Rawatan Dialisis Afiat(Amal Afiat Sdn Bhd)No. 6, 7 & 8, Jalan Bukit Puteri 9/13Bandar Puteri Jaya  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Pusat Rawatan Dialisis Afiat, HD Unit","( 04)4215073","Email:"
"Pusat Rawatan Dialisis Fazwinna, HD Unit","PRIVATE","NOOR ADZHAR BIN MANSOR;","","","",""
"","","","Pusat Rawatan Dialisis Fazwinna(Yayasan EMKAY)No. 49 & 50 Lengkok Cempaka 1Persiaran Cempaka, Amanjaya  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Pusat Rawatan Dialisis Fazwinna, HD Unit","( 04)4410544","Email:"
"Sultan Abdul Halim Hospital, HD Unit","MOH","LEE KAI QUAN;","","","",""
"","","","Haemodialysis UnitHospital Sultan Abdul HalimJalan Lencongan TimurBandar Aman Jaya  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Sultan Abdul Halim Hospital, HD Unit","( 04)4219553","Fax:"
"Sultan Abdul Halim Hospital, Tx Unit","MOH","LOW CHUN LEONG;","","","",""
"","","","Sultan Abdul Halim HospitalJalan Lencongan Timur  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Sultan Abdul Halim Hospital, Tx Unit","04-4219553","Email:"
"Metro Specialist Hospital, MRRB Unit","PRIVATE","GAN HWA CHAU;","","","",""
"","","","Metro Specialist Hospital1, Lorong Metro  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Metro Specialist Hospital, MRRB Unit","( 04)4238888","Email:"
"Sultan Abdul Halim Hospital, MRRB Unit","MOH","LOW CHUN LEONG;","","","",""
"","","","Hospital Sultan Abdul HalimJalan Lencongan TimurBandar Aman Jaya  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Sultan Abdul Halim Hospital, MRRB Unit","","Panel Nephrologist"
"Yan","","","","","",""
"Pusat Hemodialisis Al Falah, HD Unit","PRIVATE","MUHAMAD NAJMI BIN NADZIR;","","","",""
"","","","Pusat Hemodialisis Al FalahNo 13 & 13A, Taman YanJalan Dulang  06910 Yan  Kedah Darul Aman  MALAYSIA","Pusat Hemodialisis Al Falah, HD Unit","04-4655975","Email:"
"Yan Hospital, HD Unit","MOH","CHING CHEN HUA;","","","",""
"","","","Haemodialysis UnitYan Hospital  06900 Yan  Kedah Darul Aman  MALAYSIA","Yan Hospital, HD Unit","( 04)4655333  1086","Tel (2):"
